property_id,property_name,hectares,centroid_lat,centroid_lon,postcode,distance_from_albury_km,address,source_PROP_PFI,source_PR_LGAC,source_PR_PROPNUM,source_PR_PTYPE,source_PR_MULTASS,source_PR_STAT,source_PR_PFI_CR,source_PROP_UFI,source_PR_UFI_CR,source_PR_UFI_OLD,source_PR_TASKID,source_PROPV_PFI,source_PV_BASEPFI,source_PV_CNT_PFI,source_PV_GRTYPE,source_PV_ZLEVEL,source_PV_PFI_CR,source_PROPV_UFI,source_PV_UFI_CR,source_PV_UFI_OLD,source_PV_TASKID,enrichment_source,enrichment_confidence,enrichment_notes
45453774,Harrietville Cabins,6352.45,-36.892688,147.025247,,91.43,CEMETERY LANE HARRIETVILLE 3741,45453774,300,,O,N,A,,852103301,2024-06-14,484986662.0,1004.0,4582723,,128730187,P,G,,851785755,2024-06-13,583265586.0,1004.0,ABR (score=90 ABN=68881687302),High,
420725922,POREPUNKAH GARAGE,6269.55,-36.70262,146.951068,,69.87,GREAT ALPINE ROAD POREPUNKAH 3740,420725922,300,7378,O,Y,A,2014-08-12,497862568,2015-06-09,494597920.0,64292.0,136397499,420725932,36508271,P,G,2013-09-06,847061206,2024-05-19,835284002.0,64292.0,ABR (score=89 ABN=61655259562),High,
136397500,POREPUNKAH GARAGE,6269.55,-36.70262,146.951068,,69.87,BAKERS GULLY ROAD POREPUNKAH 3740,136397500,300,10501,O,Y,A,2013-09-06,497862569,2015-06-09,494597921.0,64292.0,136397499,420725932,36508271,P,G,2013-09-06,847061206,2024-05-19,835284002.0,64292.0,ABR (score=89 ABN=61655259562),High,
136397426,,6269.55,-36.70262,146.951068,,69.87,TYNTYNDER LANE BRIGHT 3741,136397426,300,10502,O,Y,A,2013-09-06,497862571,2015-06-09,497862321.0,64292.0,136397499,420725932,36508271,P,G,2013-09-06,847061206,2024-05-19,835284002.0,64292.0,none,None,
420725933,POREPUNKAH GARAGE,6269.55,-36.70262,146.951068,,69.87,BAKERS GULLY ROAD POREPUNKAH 3740,420725933,300,,G,N,A,2014-08-12,497862570,2015-06-09,494597922.0,64292.0,420725932,,420725931,B,G,2014-08-12,847061207,2024-05-19,835284003.0,64292.0,ABR (score=89 ABN=61655259562),High,
45370000,BUCKLAND & CO,5521.09,-36.827971,146.888347,,83.73,BUCKLAND VALLEY ROAD BUCKLAND 3740,45370000,300,NCPR,O,N,A,,869531043,2025-06-30,76294291.0,471610.0,4132949,,128729367,P,G,,415905447,2013-10-21,367976738.0,471610.0,ABR (score=93 ABN=55465351720),High,
45365379,KANCOONA TRUST,5514.66,-36.624058,147.037136,,62.07,BONES TRACK KANCOONA 3691,45365379,300,NCPR,O,N,A,,869530789,2025-06-30,80214966.0,471610.0,3879955,,128729333,P,G,,603389543,2021-01-28,415891190.0,471610.0,ABR (score=89 ABN=87110606671),High,
45226736,MITTA MITTA LPO,5502.44,-36.67714,147.384478,,79.18,ROOTSY SPUR TRACK MITTA MITTA 3701,45226736,367,NCPR,O,N,A,,534039553,2017-06-19,96861773.0,154494.0,4097518,,127554954,P,G,,671108026,2022-01-24,415892380.0,154494.0,ABR (score=88 ABN=62925984619),High,
45149857,NARIEL VALLEY FARM,5334.96,-36.384789,147.87907,,93.42,DUNSTANS ROAD NARIEL VALLEY 3707,45149857,367,NCPR,O,N,A,,534040392,2017-06-19,96834829.0,154494.0,549701,,128566646,P,G,,564428202,2018-12-03,415873287.0,154494.0,ABR (score=100 ABN=84903832967),High,
45379688,DANDONGADALE PASTORAL CO. PTY. LTD.,5265.83,-36.740602,146.730285,,75.81,MOUNT BUFFALO ROAD DANDONGADALE 3737,45379688,300,10745,O,N,A,,504000413,2015-11-10,483676039.0,82900.0,840096,,126825373,P,G,,825042652,2024-01-28,415896058.0,82900.0,ABR (score=92 ABN=68007213461),High,
45391139,ROSE RIVER RUN,5012.91,-36.868323,146.618252,,92.06,DANDONGADALE TRACK ROSE RIVER 3678,45391139,368,NCPR,O,N,A,,485084087,2014-08-14,96921813.0,28293.0,4104238,,128706570,P,G,,504077512,2015-11-11,415908025.0,28293.0,ABR (score=93 ABN=88181575463),High,
52960952,BOGONG BOOKS,4960.15,-36.813005,147.267669,,87.97,BOGONG HIGH PLAINS ROAD BOGONG 3699,52960952,300,NCPR,O,N,A,,869531175,2025-06-30,103978628.0,471610.0,4668714,,128741735,P,G,,671108051,2022-01-24,415907358.0,471610.0,ABR (score=86 ABN=93632363501),High,
45453794,,4689.62,-36.971021,147.004452,,99.91,[Address lookup pending for PROP_PFI: 45453794],45453794,300,6463,O,N,A,,854109236,2024-07-18,73936817.0,438759.0,4105257,,128726107,P,G,,671108122,2022-01-24,415914170.0,438759.0,none,None,
45373180,GERMANTOWN LODGE,4201.89,-36.776203,147.131365,,80.37,TAWONGA GAP ROAD GERMANTOWN 3741,45373180,300,NCPR,O,N,A,,869530948,2025-06-30,80247898.0,471610.0,4116845,,128729347,P,G,,817423247,2023-12-18,678643383.0,471610.0,ABR (score=70 ABN=54526594346),Medium,
45453803,BUCKLAND & CO,4132.48,-36.926729,146.868163,,94.75,BUCKLAND RIVER ROAD BUCKLAND 3740,45453803,300,NCPR,O,N,A,,869530933,2025-06-30,73936384.0,471610.0,4105250,,128726099,P,G,,415911475,2013-10-21,379398313.0,471610.0,ABR (score=93 ABN=55465351720),High,
45152022,CUDGEWA PAWS,4092.94,-36.126733,147.887025,,87.86,RANCH ROAD CUDGEWA 3705,45152022,367,320070,O,N,A,,370101201,2008-10-30,,,553009,,129470657,P,G,,830450633,2024-02-18,415848756.0,,ABR (score=89 ABN=46611544577),High,
131456898,CARBOOR FARMS PTY. LTD.,3838.81,-36.769152,146.521727,,84.79,ROSE RIVER ROAD CARBOOR 3678,131456898,368,14487,O,N,A,2010-08-23,377131457,2011-02-03,,,131456897,,131464575,P,G,2010-08-23,698674918,2022-11-16,682471449.0,,ABR (score=90 ABN=64609934189),High,
45393973,CHESHUNT CHRISTIAN CAMP INC,3782.65,-36.867134,146.42205,,98.45,PARADISE FALLS TRACK CHESHUNT 3678,45393973,368,NCPR,O,N,A,,485073746,2014-08-14,96922645.0,25294.0,893512,,127655440,P,G,,571741511,2019-04-29,415908712.0,25294.0,ABR (score=82 ABN=74717443547),High,
45223980,ESKDALE FARM,3661.32,-36.424165,147.300832,,52.19,TALLANDOON TRACK ESKDALE 3701,45223980,367,NCPR,O,N,A,,534039927,2017-06-19,96856624.0,154494.0,534321,,127555224,P,G,,519995864,2016-10-06,415877365.0,154494.0,ABR (score=99 ABN=97847328015),High,
45227148,,3600.42,-36.253223,147.55631,,61.17,AVONDALE ROAD SHELLEY 3701,45227148,367,126600,O,N,A,,371733535,2009-07-24,,,4096956,,129486000,P,G,,830450666,2024-02-18,683633959.0,,none,None,
427720826,WINTON,3517.82,-36.481452,146.082783,,87.28,LAKE MOKOAN ROAD WINTON NORTH 3673,427720826,381,11145562,O,N,A,2018-03-05,875611296,2025-11-06,731063084.0,484915.0,427720825,,427720824,P,G,2018-03-05,877043418,2025-12-04,874952360.0,484915.0,ABR (score=100 ABN=38774609816),High,
45226780,MITTA MITTA LPO,3496.23,-36.619612,147.331722,,71.27,RODDA CREEK TRACK MITTA MITTA 3701,45226780,367,NCPR,O,N,A,,534039841,2017-06-19,89104303.0,154494.0,537921,,128562324,P,G,,415888907,2013-10-21,367291986.0,154494.0,ABR (score=88 ABN=62925984619),High,
45370948,MITTA MITTA LPO,3300.05,-36.683017,147.241946,,73.76,TRAPPERS GAP TRACK MITTA MITTA 3701,45370948,367,NCPR,O,N,A,,569901907,2019-03-20,369676064.0,235251.0,4247623,,128729701,P,G,,671108035,2022-01-24,603381446.0,235251.0,ABR (score=88 ABN=62925984619),High,
124123020,MYRTLEFORD DAIRY,3197.69,-36.547258,146.774751,,54.01,GREAT ALPINE ROAD MYRTLEFORD 3737,124123020,300,8222,O,N,A,2005-01-12,360700657,2006-10-18,,,124123019,,128717946,P,G,2005-01-12,847061158,2024-05-19,603415653.0,,ABR (score=90 ABN=99486169338),High,
45149883,NARIEL VALLEY FARM,3194.36,-36.39752,147.793414,,86.88,GRAPTOLITE GULLY TRACK NARIEL VALLEY 3707,45149883,367,NCPR,O,N,A,,534039894,2017-06-19,73530893.0,154494.0,4087590,,128557888,P,G,,665956409,2021-10-14,415864868.0,154494.0,ABR (score=100 ABN=84903832967),High,
421745033,WINTON,3145.88,-36.447423,146.080858,,85.55,668 LAKE MOKOAN ROAD WINTON NORTH 3673,421745033,381,11108792,O,N,A,2015-03-03,875748390,2025-11-07,875611285.0,1005.0,421745032,,421745031,P,G,2015-03-03,875748400,2025-11-07,874952335.0,1005.0,ABR (score=100 ABN=38774609816),High,
45149923,NARIEL VALLEY FARM,3129.78,-36.510734,147.813089,,94.24,BENAMBRA-CORRYONG ROAD NARIEL VALLEY 3707,45149923,367,NCPR,O,N,A,,533750889,2017-06-14,96834945.0,154193.0,549786,,128566662,P,G,,585576354,2020-01-22,415879915.0,154193.0,ABR (score=100 ABN=84903832967),High,
45371263,SMOKO CO,2996.14,-36.816269,147.032926,,83.09,HOMEWOOD BOUND TRACK SMOKO 3741,45371263,300,NCPR,O,N,A,,869531235,2025-06-30,76363571.0,471610.0,4207559,,128729629,P,G,,603705327,2021-02-03,571901024.0,471610.0,ABR (score=90 ABN=80317197598),High,
45376089,DANDONGADALE PASTORAL CO. PTY. LTD.,2985.09,-36.914607,146.76832,,94.22,CAMP CREEK TRACK DANDONGADALE 3737,45376089,300,NCPR,O,N,A,,869530421,2025-06-30,74352923.0,471610.0,4104236,,128726053,P,G,,415911576,2013-10-21,370657406.0,471610.0,ABR (score=93 ABN=68007213461),High,
45226715,MITTA MITTA LPO,2973.73,-36.435379,147.37441,,57.68,BULLHEAD GAP ROAD MITTA MITTA 3701,45226715,367,NCPR,O,N,A,,534040347,2017-06-19,96861755.0,154494.0,2003938,,128565586,P,G,,415881804,2013-10-21,377472017.0,154494.0,ABR (score=88 ABN=62925984619),High,
45150075,THOWGLA VALLEY FIRE FIGHTERS CREW INCORPORATED,2939.83,-36.303986,147.954442,,97.05,MT ELLIOT RIDGE TRACK THOWGLA VALLEY 3707,45150075,367,NCPR,O,N,A,,534039717,2017-06-19,96835231.0,154494.0,549948,,127554586,P,G,,415856879,2013-10-21,377551452.0,154494.0,ABR (score=82 ABN=55944029028),High,
45226832,MITTA MITTA LPO,2930.9,-36.582745,147.379735,,70.31,DISAPPOINTMENT TRACK MITTA MITTA 3701,45226832,367,NCPR,O,N,A,,534040531,2017-06-19,96861908.0,154494.0,537973,,127555896,P,G,,545120716,2018-01-17,533462882.0,154494.0,ABR (score=88 ABN=62925984619),High,
45313018,KILLAWARRA PARK,2805.58,-36.219724,146.170764,,68.78,TELEPHONE TRACK KILLAWARRA 3678,45313018,368,NCPR,O,N,A,,485073767,2014-08-14,485073105.0,25294.0,1056640,,127652558,P,G,,580230473,2019-09-23,490545785.0,25294.0,ABR (score=92 ABN=33039972663),High,
45149909,NARIEL VALLEY FARM,2753.74,-36.439824,147.896218,,97.21,DUNSTANS ROAD NARIEL VALLEY 3707,45149909,367,NCPR,O,N,A,,534039942,2017-06-19,369106443.0,154494.0,549753,,128566652,P,G,,564118674,2018-11-27,415876795.0,154494.0,ABR (score=100 ABN=84903832967),High,
52960953,BOGONG BOOKS,2741.15,-36.821942,147.209029,,87.15,BOGONG HIGH PLAINS ROAD BOGONG 3699,52960953,300,NCPR,O,N,A,,385918697,2013-04-10,103978631.0,,4668715,,128741737,P,G,,817423242,2023-12-18,671108049.0,,ABR (score=86 ABN=93632363501),High,
45371816,DANDONGADALE PASTORAL CO. PTY. LTD.,2740.92,-36.851272,146.835287,,86.57,YARRABUCK TRACK DANDONGADALE 3737,45371816,300,NCPR,O,N,A,,869530423,2025-06-30,73916353.0,471610.0,4104245,,128726061,P,G,,415908135,2013-10-21,367970126.0,471610.0,ABR (score=93 ABN=68007213461),High,
45150341,CUDGEWA PAWS,2676.91,-36.256844,147.7759,,80.21,WABBA TRACK CUDGEWA 3705,45150341,367,147550,O,N,A,,371411964,2009-06-12,,,550112,,129904218,P,G,,683323128,2022-08-02,665956403.0,,ABR (score=89 ABN=46611544577),High,
136397474,WANDILIGONG.COM,2674.85,-36.78181,146.996804,,78.93,BELLS GULLY ROAD WANDILIGONG 3744,136397474,300,10534,O,N,A,2013-09-06,673256436,2022-02-25,387590859.0,1004.0,136397473,,136403685,P,G,2013-09-06,875472268,2025-11-03,847061208.0,1004.0,ABR (score=94 ABN=90659727221),High,
45226732,MITTA MITTA LPO,2614.87,-36.669517,147.473014,,83.02,RAZORBACK SPUR TRACK MITTA MITTA 3701,45226732,367,NCPR,O,N,A,,534040437,2017-06-19,73707815.0,154494.0,4097526,,127553648,P,G,,415892533,2013-10-21,378716683.0,154494.0,ABR (score=88 ABN=62925984619),High,
45226716,MITTA MITTA LPO,2544.39,-36.479481,147.403918,,63.0,1375 MITTA NORTH ROAD MITTA MITTA 3701,45226716,367,260150,O,N,A,,357230308,2005-08-31,,,537845,,125083421,P,G,,561006413,2018-10-08,505923278.0,,ABR (score=88 ABN=62925984619),High,
45315802,Wilby & Co,2421.05,-36.17213,146.096187,,74.38,259 BAKERS ROAD WILBY 3728,45315802,347,63438,O,N,A,,384449934,2012-10-03,381911831.0,,1058299,,129819807,P,G,,414799233,2013-10-21,381911833.0,,ABR (score=90 ABN=69822347154),High,
45371538,MOUNT BUFFALO CHALET,2418.29,-36.788289,146.763915,,80.42,GOLDIE SPUR TRACK MOUNT BUFFALO 3740,45371538,300,NCPR,O,N,A,,869530844,2025-06-30,483676025.0,471610.0,836149,,128742399,P,G,,571943984,2019-05-05,415903836.0,471610.0,ABR (score=91 ABN=95006266762),High,
45370933,,2416.53,-36.804553,147.173199,,84.38,BIG HILL FIRETRAIL BOGONG 3699,45370933,300,NCPR,O,N,A,,869530949,2025-06-30,375734560.0,471610.0,4116846,,128729349,P,G,,817423248,2023-12-18,678643384.0,471610.0,none,None,
45453901,Abbey Rd Wholesale,2386.8,-36.951514,146.78604,,98.08,CAMP CREEK TRACK ABBEYARD 3737,45453901,300,NCPR,O,N,A,,869530926,2025-06-30,74353103.0,471610.0,4105237,,128726075,P,G,,415915006,2013-10-21,370657429.0,471610.0,ABR (score=69 ABN=98475031305),Medium,
45149810,LUCYVALE TENNIS CLUB INCORPORATED,2379.15,-36.324369,147.647809,,71.66,PERKINS TRACK LUCYVALE 3691,45149810,367,NCPR,O,N,A,,534040564,2017-06-19,73530441.0,154494.0,4087595,,127553590,P,G,,665956404,2021-10-14,415857428.0,154494.0,ABR (score=78 ABN=76347643500),Medium,
45391694,EDI ARCHITECTS PTY. LTD.,2302.2,-36.65378,146.386686,,79.87,FLETCHERS TRACK EDI 3678,45391694,368,NCPR,O,N,A,,485073938,2014-08-14,72411756.0,25294.0,4115156,,128682414,P,G,,666286098,2021-10-21,415892668.0,25294.0,ABR (score=77 ABN=61097014992),Medium,
45226726,MITTA MITTA LPO,2266.93,-36.537195,147.426188,,69.03,DARTMOUTH ROAD MITTA MITTA 3701,45226726,367,NCPR,O,N,A,,534039635,2017-06-19,96861761.0,154494.0,537855,,128566424,P,G,,415884669,2013-10-21,387243723.0,154494.0,ABR (score=88 ABN=62925984619),High,
45227368,KOETONG SOAPS,2217.88,-36.225276,147.486875,,54.27,CRAVENSVILLE ROAD KOETONG 3704,45227368,367,305800,O,N,A,,370284888,2008-12-03,,,538544,,129605731,P,G,,564210625,2018-11-29,415856756.0,,ABR (score=88 ABN=94996337669),High,
45376682,OVENS CATERING,2182.97,-36.614593,146.839296,,60.39,390 HAPPY VALLEY ROAD OVENS 3738,45376682,300,5817,O,N,A,,356901476,2005-08-03,,,838461,,135660419,P,G,,825042611,2024-01-28,607370053.0,,ABR (score=81 ABN=99974935073),High,
429154383,DANDONGADALE PASTORAL CO. PTY. LTD.,2158.52,-36.74294,146.664776,,77.54,ROCKY CREEK TRACK DANDONGADALE 3737,429154383,300,,G,N,A,2018-11-09,562869462,2018-11-09,,1005.0,429154382,,429154381,B,G,2018-11-09,825042733,2024-01-28,683676546.0,1005.0,ABR (score=92 ABN=68007213461),High,
429153620,BUFFALO RIVER GUM,2158.52,-36.74294,146.664776,,77.54,1999 BUFFALO RIVER ROAD BUFFALO RIVER 3737,429153620,300,10730,O,Y,A,2018-11-09,562860395,2018-11-09,562859855.0,219169.0,136249425,429154382,136420482,P,G,2013-06-27,825042732,2024-01-28,683676545.0,219169.0,ABR (score=94 ABN=67492413021),High,
136249426,BUFFALO RIVER GUM,2158.52,-36.74294,146.664776,,77.54,1999 BUFFALO RIVER ROAD BUFFALO RIVER 3737,136249426,300,6910,O,Y,A,2013-06-27,562860394,2018-11-09,562859854.0,219169.0,136249425,429154382,136420482,P,G,2013-06-27,825042732,2024-01-28,683676545.0,219169.0,ABR (score=94 ABN=67492413021),High,
429153728,BUFFALO RIVER GUM,2158.52,-36.74294,146.664776,,77.54,1999 BUFFALO RIVER ROAD BUFFALO RIVER 3737,429153728,300,10906,O,Y,A,2018-11-09,562860396,2018-11-09,562859856.0,219169.0,136249425,429154382,136420482,P,G,2013-06-27,825042732,2024-01-28,683676545.0,219169.0,ABR (score=94 ABN=67492413021),High,
45226747,MITTA MITTA LPO,2140.71,-36.610133,147.402506,,73.96,SEC TRACK MITTA MITTA 3701,45226747,367,NCPR,O,N,A,,534040570,2017-06-19,73709875.0,154494.0,4097537,,128557928,P,G,,545120719,2018-01-17,415890080.0,154494.0,ABR (score=88 ABN=62925984619),High,
45325556,Thoona Alpacas,2130.05,-36.375309,146.047861,,84.72,1373 GOORAMBAT-THOONA ROAD THOONA 3726,45325556,381,11103546,O,N,A,,875613486,2025-11-06,870321050.0,484915.0,769083,,102197323,P,G,,870321048,2025-07-15,855621080.0,484915.0,ABR (score=84 ABN=67074582442),High,
45371257,BUCKLAND & CO,2046.64,-36.771969,146.904372,,77.49,DEVILS CREEK ROAD BUCKLAND 3740,45371257,300,NCPR,O,N,A,,869530475,2025-06-30,80254004.0,471610.0,4132633,,128729361,P,G,,482141913,2014-05-26,415904434.0,471610.0,ABR (score=93 ABN=55465351720),High,
45391124,DANDONGADALE PASTORAL CO. PTY. LTD.,2043.4,-36.735898,146.564259,,79.88,MT EMU TRACK DANDONGADALE 3737,45391124,300,NCPR,O,N,A,,672907418,2022-02-22,369676120.0,349452.0,4342620,,127652974,P,G,,698674912,2022-11-16,574065229.0,349452.0,ABR (score=94 ABN=68007213461),High,
45226418,ESKDALE FARM,1968.8,-36.547267,147.180355,,57.76,LITTLE SNOWY CREEK TRACK ESKDALE 3701,45226418,367,NCPR,O,N,A,,534039531,2017-06-19,76103101.0,154494.0,4172640,,128558486,P,G,,599745690,2020-11-10,585349920.0,154494.0,ABR (score=99 ABN=97847328015),High,
52541619,ESKDALE FARM,1939.69,-36.477516,147.204847,,51.9,OMEO HIGHWAY ESKDALE 3701,52541619,367,NCPR,O,N,A,,534040154,2017-06-19,74710358.0,154494.0,4128278,,127553892,P,G,,830450676,2024-02-18,690814290.0,154494.0,ABR (score=99 ABN=97847328015),High,
45370854,KANCOONA TRUST,1932.33,-36.638257,146.963447,,62.81,BIRTI ROAD KANCOONA 3691,45370854,300,NCPR,O,N,A,,869530869,2025-06-30,96099885.0,471610.0,4315695,,126822575,P,G,,603389544,2021-01-28,415890981.0,471610.0,ABR (score=89 ABN=87110606671),High,
45371348,,1888.62,-36.684675,146.992249,,68.16,SMART CREEK TAWONGA GAP TRACK BRIGHT 3741,45371348,300,NCPR,O,N,A,,869530787,2025-06-30,96911946.0,471610.0,3879952,,126822393,P,G,,847061178,2024-05-19,603389560.0,471610.0,none,None,
45226737,MITTA MITTA LPO,1796.53,-36.701828,147.427165,,83.56,DUNSTANS LOG ROAD MITTA MITTA 3701,45226737,367,NCPR,O,N,A,,534039837,2017-06-19,73707772.0,154494.0,4097521,,128557920,P,G,,872764225,2025-09-09,867420630.0,154494.0,ABR (score=88 ABN=62925984619),High,
134158575,STH YARRAWONGA CHRISTIAN FELLOWSHIP,1736.13,-36.094009,146.012077,,81.22,PRESCOTTS ROAD YARRAWONGA SOUTH 3730,134158575,347,,G,N,A,,381758943,2012-02-14,,,134158574,,134057800,B,G,,511499012,2016-04-26,414798411.0,,ABR (score=67 ABN=98093564698),Medium,
126527106,STH YARRAWONGA CHRISTIAN FELLOWSHIP,1736.13,-36.094009,146.012077,,81.22,2 PRESCOTTS ROAD YARRAWONGA SOUTH 3730,126527106,347,3558,O,Y,A,2007-01-16,384450236,2012-10-03,369663747.0,,1058203,134158574,136016007,P,G,,511499011,2016-04-26,414798412.0,,ABR (score=67 ABN=98093564698),Medium,
45315716,STH YARRAWONGA CHRISTIAN FELLOWSHIP,1736.13,-36.094009,146.012077,,81.22,93 BURGESS ROAD YARRAWONGA SOUTH 3730,45315716,347,65128,O,Y,A,,384450234,2012-10-03,369663748.0,,1058203,134158574,136016007,P,G,,511499011,2016-04-26,414798412.0,,ABR (score=66 ABN=98093564698),Medium,
136015945,STH YARRAWONGA CHRISTIAN FELLOWSHIP,1736.13,-36.094009,146.012077,,81.22,5186A BENALLA-YARRAWONGA ROAD YARRAWONGA SOUTH 3730,136015945,347,65144,O,Y,A,2013-04-18,385985760,2013-04-18,,,1058203,134158574,136016007,P,G,,511499011,2016-04-26,414798412.0,,ABR (score=67 ABN=98093564698),Medium,
52527678,MITTA MITTA LPO,1638.44,-36.708072,147.465385,,86.06,HOPEFUL SPUR TRACK MITTA MITTA 3701,52527678,367,NCPR,O,N,A,,534039422,2017-06-19,73707801.0,154494.0,4097522,,127553646,P,G,,872764226,2025-09-09,867420631.0,154494.0,ABR (score=88 ABN=62925984619),High,
45370707,POREPUNKAH GARAGE,1577.99,-36.674112,146.951734,,66.71,87 TIP ROAD POREPUNKAH 3740,45370707,300,9136,O,N,A,,387239217,2013-06-27,376363800.0,,3879956,,136256945,P,G,,603389559,2021-01-28,502547645.0,,ABR (score=89 ABN=61655259562),High,
45390919,MYRRHEE PTY. LIMITED,1552.41,-36.788739,146.302502,,96.42,DRUM TOP TRACK MYRRHEE 3732,45390919,368,NCPR,O,N,A,,485069756,2014-08-14,78013667.0,22090.0,889480,,128702236,P,G,,540022122,2017-10-10,539699545.0,22090.0,ABR (score=81 ABN=93006341699),High,
45316059,,1522.43,-36.102406,146.156896,,68.22,686 BOOMAHNOOMOONAH EAST ROAD BUNDALONG SOUTH 3730,45316059,347,61713,O,N,A,,597796442,2020-09-28,384449750.0,297151.0,1058581,,101215743,P,G,,682686006,2022-07-25,597796326.0,297151.0,none,None,
45390967,WHITLANDS SAWMILL,1515.23,-36.801337,146.379059,,93.89,BOURCHIER LANE WHITLANDS 3678,45390967,368,NCPR,O,N,A,,485073699,2014-08-14,96921747.0,25294.0,3875525,,127652810,P,G,,537332501,2017-08-22,415902549.0,25294.0,ABR (score=87 ABN=96008940064),High,
45149920,NARIEL VALLEY FARM,1487.49,-36.477162,147.793643,,90.87,REMOTE RADIO ROAD NARIEL VALLEY 3707,45149920,367,NCPR,O,N,A,,534040622,2017-06-19,96834939.0,154494.0,549783,,128566656,P,G,,672404856,2022-02-16,415878644.0,154494.0,ABR (score=100 ABN=84903832967),High,
45371518,DANDONGADALE PASTORAL CO. PTY. LTD.,1419.69,-36.894142,146.838973,,91.29,YARRABUCK TRACK DANDONGADALE 3737,45371518,300,NCPR,O,N,A,,869530922,2025-06-30,73916389.0,471610.0,4104246,,126819899,P,G,,415910591,2013-10-21,379397489.0,471610.0,ABR (score=93 ABN=68007213461),High,
45393702,DANDONGADALE PASTORAL CO. PTY. LTD.,1404.68,-36.877274,146.677537,,91.64,ABBEYARDS ROAD DANDONGADALE 3737,45393702,300,NCPR,O,N,A,,869530422,2025-06-30,73916318.0,471610.0,4104243,,128726057,P,G,,583448413,2019-11-29,574615957.0,471610.0,ABR (score=92 ABN=68007213461),High,
45393820,CHESHUNT CHRISTIAN CAMP INC,1389.88,-36.781774,146.479469,,87.68,THISTLE HEAD TRACK CHESHUNT 3678,45393820,368,NCPR,O,N,A,,485072039,2014-08-14,96922520.0,23898.0,893303,,127655374,P,G,,415900880,2013-10-21,384999131.0,23898.0,ABR (score=83 ABN=74717443547),High,
45391177,DANDONGADALE PASTORAL CO. PTY. LTD.,1378.11,-36.777316,146.638878,,81.87,BUFFALO RIVER ROAD DANDONGADALE 3737,45391177,300,NCPR,O,N,A,,869530799,2025-06-30,72621213.0,471610.0,4063073,,126819743,P,G,,571759888,2019-04-30,415901466.0,471610.0,ABR (score=92 ABN=68007213461),High,
123961135,Burrowye Beef,1272.74,-36.006275,147.54786,,57.65,6586 MURRAY RIVER ROAD BURROWYE 3709,123961135,367,220350,O,Y,A,2004-10-20,521637585,2016-11-07,521637561.0,129211.0,538065,134167138,124043650,P,G,,688914008,2022-09-06,665954309.0,129211.0,ABR (score=90 ABN=98577914119),High,
45226921,Burrowye Beef,1272.74,-36.006275,147.54786,,57.65,6733 MURRAY RIVER ROAD BURROWYE 3709,45226921,367,220300,O,Y,A,,521637586,2016-11-07,521637562.0,129211.0,538065,134167138,124043650,P,G,,688914008,2022-09-06,665954309.0,129211.0,ABR (score=90 ABN=98577914119),High,
134167139,Burrowye Beef,1272.74,-36.006275,147.54786,,57.65,MURRAY RIVER ROAD BURROWYE 3709,134167139,367,,G,N,A,,521637587,2016-11-07,521637558.0,129211.0,134167138,,124043650,B,G,,688914007,2022-09-06,665954308.0,129211.0,ABR (score=90 ABN=98577914119),High,
45393967,CHESHUNT GENERAL STORE,1155.65,-36.896316,146.464354,,99.76,GATTYS TRACK CHESHUNT 3678,45393967,368,NCPR,O,N,A,,485073753,2014-08-14,96922639.0,25294.0,893506,,128708244,P,G,,415909043,2013-10-21,367896205.0,25294.0,ABR (score=83 ABN=63426420817),High,
45393975,CHESHUNT NOMINEES PROPRIETARY LIMITED,1136.98,-36.857464,146.48731,,94.99,REDGATES ROAD CHESHUNT 3678,45393975,368,NCPR,O,N,A,,485069743,2014-08-14,96922649.0,22090.0,893514,,127655444,P,G,,865424941,2025-04-10,512860212.0,22090.0,ABR (score=81 ABN=67005278884),High,
52680845,,1131.84,-36.525449,146.790874,,51.32,ROAD 7 MYRTLEFORD 3737,52680845,300,NCPR,O,N,A,,869531158,2025-06-30,86049765.0,471610.0,4345030,,128730043,P,G,,825042566,2024-01-28,683672701.0,471610.0,none,None,
429759066,Burrowye Beef,1127.15,-36.057827,147.497022,,52.6,HOUSTONS TRACK BURROWYE 3709,429759066,367,NCPR,O,N,A,2019-03-13,569640002,2019-03-13,,233858.0,429759065,,429759064,P,G,2019-03-13,665954325,2021-10-14,569640000.0,233858.0,ABR (score=90 ABN=98577914119),High,
45373058,WANDILIGONG FARM PRODUCTS,1113.65,-36.799611,146.942788,,80.6,MORAN ROAD WANDILIGONG 3744,45373058,300,NCPR,O,N,A,,869531243,2025-06-30,80253737.0,471610.0,4233007,,128729673,P,G,,415903003,2013-10-21,367977350.0,471610.0,ABR (score=96 ABN=99071291971),High,
45226109,DARTMOUTH LODGES,1113.48,-36.560417,147.487168,,74.64,S E C ROAD DARTMOUTH 3701,45226109,367,NCPR,O,N,A,,534039346,2017-06-19,73717335.0,154494.0,4097658,,128557938,P,G,,415884488,2013-10-21,367281021.0,154494.0,ABR (score=68 ABN=14406470637),Medium,
45371500,Alp Falls Creek,1107.94,-36.866203,147.16712,,90.83,BOGONG HIGH PLAINS ROAD FALLS CREEK 3699,45371500,300,9352,O,N,A,,387590542,2013-09-06,74251964.0,,4116871,,126819985,P,G,,582837418,2019-11-15,415907375.0,,ABR (score=94 ABN=46004843761),High,
